atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Determinazione_19172025__5365_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,10361.43,16739.66,,,DIVERSI,True,False,
Determinazione_191__5384_DeterminadiLiquidazione_Copia_191_2026,Determinazione,Regolamenti,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 06.02.2026 al 17.02.2026.",129.0,16/03/2026,4657.66,23288.3,BA980C4973,,INTERECO s.r.l.,True,False,
Determinazione_191__5384_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,4657.66,4657.66,BA980C4973,,INTERECO s.r.l.,True,False,
Determinazione_192__5385_DeterminadiLiquidazione_Copia_192_2026,Determinazione,Regolamenti,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 19.02.2026 al 24.02.2026.",130.0,16/03/2026,4350.72,21753.6,BAC013D25B,,INTERECO s.r.l.,True,False,
Determinazione_192__5385_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,4350.72,4350.72,BAC013D25B,,INTERECO s.r.l.,True,False,
Determinazione_193__5387_DeterminaGenerica_Copia_193_2026,Determinazione,Personale,Bando,SELEZIONE INTERNA RISERVATA AL PERSONALE DI RUOLO IN SERVIZIO AL 30.11.2025 FINALIZZATA ALLA PROGRESSIONE ECONOMICA ALL’INTERNO DELLA CATEGORIA PROFESSIONALE DI INQUADRAMENTO. APPROVAZIONE ATTI E GRADUATORIA. PROVVEDIMENTI.,15.0,13/03/2026,,0.0,,,,True,True,
Determinazione_193__5387_GRADUATORIA_PEO_2025_-_all-1,Determinazione,Contabilità,,,,,,0.0,,,,True,True,
Determinazione_193__5387_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_194__5392_DeterminadiLiquidazione_Copia_194_2026,Determinazione,Contabilità,Liquidazione,"Servizio di fornitura carburante da autotrazione (gasolio, benzina, GPL e Metano) -",128.0,16/03/2026,4643.91,23219.55,BAD5033D7B,,FUEL,True,False,
Determinazione_194__5392_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3534.3,4643.91,BAD5033D7B,,FUEL,True,False,
Determinazione_196__5389_DeterminadiImpegno_Copia_196_2026,Determinazione,Regolamenti,Liquidazione,"Servizio di manutenzione, restyling e aggiornamento funzionale del sito web “AvellArte” -",131.0,17/03/2026,8784.0,77472.0,B9A0ED7776,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_196__5389_VistoContabile,VistoContabile,Contabilità,,,,,8784.0,8784.0,B9A0ED7776,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_197__5391_DeterminadiImpegno_Copia_197_2026,Determinazione,Contabilità,Liquidazione,AFFIDAMENTI LAVORI DI MANUTENZIONE ORDINARIA DACIA SANDERO P.M. YA062AE,2.0,17/03/2026,230.78,923.12,BAE0730F32,,TECNO AUTO SRL,True,False,
Determinazione_197__5391_VistoContabile,VistoContabile,Contabilità,,,,,230.78,230.78,BAE0730F32,,TECNO AUTO SRL,True,False,
Determinazione_19__5086_DeterminadiLiquidazione_Copia_19_2026,Determinazione,Contabilità,Liquidazione,Compensi servizio di Tesoreria anno 2025.,1.0,14/01/2026,11850.0,23700.0,9372131F27,,BANCA DI CREDITO POPOLARE SOCIETA COOPER,True,False,
Determinazione_19__5086_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,11850.0,11850.0,,,BANCA DI CREDITO POPOLARE SOCIETA COOPER,True,False,
Determinazione_1__4964_DeterminadiLiquidazione_Copia_705_2025,Determinazione,Contabilità,Liquidazione,Determina a contrarre per l’acquisto di n. 1 (una) stampante a supporto della postazione “Servizi scolastici” e del toner per stampante Ricoh in dotazione all’Ufficio di Stato Civile. LIQUIDAZIONE FATTURA N3 17/PA/2025.,97.0,04/12/2025,314.39,1571.9499999999998,B9405228AA,,ASWI INFORMATICA di Liguori Vincenzo,True,False,
Determinazione_1__4964_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,314.39,314.39,B9405228AA,,ASWI INFORMATICA di Liguori Vincenzo,True,False,
Determinazione_1__4999_DeterminadiLiquidazione_Copia_733_2025,Determinazione,Ambiente,Liquidazione,Ministro della Transizione Ecologica (MITE) - Piano Nazionale di Ripresa e Resilienza Missione 2 Componente 1 Intervento 1.1: Miglioramento e meccanizzazione della rete di raccolta differenziata dei rifiuti urbani,465.0,17/12/2025,497980.0,1713335.37,B732483B1B,J24H23000140001,LIEMME COSTRUZIONI DI CANONICO ANDREANA,True,False,
Determinazione_1__4999_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,159093.0,159093.0,B732483B1B,J24H23000140001,LIEMME COSTRUZIONI DI CANONICO ANDREANA,True,False,
Determinazione_200__5405_DeterminadiLiquidazione_Copia_200_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI INTERPRETARIATO E TRADUZIONE LINGUA DEI SEGNI ITALIANA IN FAVORE DI ALUNNA A.S. 2025/2026. LIQUIDAZIONE FEBBRAIO 2026.,30.0,17/03/2026,5624.93,11700.05,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_200__5405_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5624.93,5624.93,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_201__5406_DeterminadiLiquidazione_Copia_201_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI ASSISTENZA SPECIALISTICA PER L'AUTONOMIA E/O LA COMUNICAZIONE IN FAVORE DEGLI STUDENTI CON DISABILITA. INFANZIA PRIMARIA SECONDARIA I GRADO ART. 139 D.LGS 112/1998. A.S. 2024/2025 LIQUIDAZIONE FATTURA MESE DI FEBBRAIO 2026,31.0,17/03/2026,5624.93,10051.23,B9B46B2165,,IORO EMANUELA,True,False,
Determinazione_201__5406_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5624.93,5624.93,B8A065D86E,,IORO EMANUELA,True,False,
Determinazione_202__5407_DeterminadiLiquidazione_Copia_202_2026,Determinazione,Contabilità,Liquidazione,SERVIZIO DI RISTORAZIONE SCOLASTICA NEL COMUNE DI AVELLA – CIG B9B46F58AD. LIQUIDAZIONE MESI DI FEBBRAIO 2026.,32.0,17/03/2026,37629.2,91016.15,B9B46F58AD,,Caribu Catering S.R.L.,True,False,
Determinazione_202__5407_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,37629.2,37629.2,,,Caribu Catering S.R.L.,True,False,
Determinazione_203__5396_DeterminadiLiquidazione_Copia_203_2026,Determinazione,Contabilità,Liquidazione,Liquidazione alla Cooperativa Ecovigilantes per il servizio di gestione integrata dei rifiuti solidi urbani a ridotto impatto ambientale mesi di: FEBBRAIO 2026.,135.0,17/03/2026,2260829.45,1649753.91,7584472849,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_203__5396_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,41244.97,41244.97,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_204__5397_DeterminadiLiquidazione_Copia_204_2026,Determinazione,Contabilità,Liquidazione,Liquidazione alla Cooperativa Ecovigilantes per il servizio di spazzamento strade comunali mesi di: FEBBRAIO 2026,136.0,17/03/2026,15860.0,47580.0,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_204__5397_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,15860.0,15860.0,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_205__5400_DeterminadiLiquidazione_Copia_205_2026,Determinazione,Contabilità,Liquidazione,FORNITURA APPLICATIVO WEB DA TE X FONDO- CANONE DI ABBONAMENTO 2026- LIQUIDAZIONE,18.0,18/03/2026,2800.0,5282.650000000001,B88A580748,,DASEIN S.R.L.,True,False,
Determinazione_205__5400_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1138.66,1138.66,B88A580748,,DASEIN S.R.L.,True,False,
Determinazione_208__5408_DeterminadiImpegno_Copia_208_2026,Determinazione,Contabilità,Nomina,ORGANIZZAZIONE TECNICA PER LO SVOLGIMENTO DEL REFERENDUM COSTITUZIONALE DEL 22 E 23 MARZO 2026. INTEGRAZIONE IMPEGNO DI SPESA.,33.0,18/03/2026,119.6,358.79999999999995,,,DIVERSI,True,False,
Determinazione_208__5408_VistoContabile,VistoContabile,Contabilità,,,,,119.6,119.6,,,DIVERSI,True,False,
Determinazione_20__5093_DeterminadiLiquidazione_Copia_20_2026,Determinazione,Contabilità,Liquidazione,INTERVENTI DI NUOVA PAVIMENTAZIONE DELLE STRADE COMUNALI. CUP J27H24002020004 – Liquidazione Direzione Lavori,11.0,15/01/2026,157868.1,177441.86000000002,B79ABC98CC,J27H24002020004,PESCIONE PASQUALE,True,False,
Determinazione_20__5093_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5709.6,5709.6,,J27H24002020004,PESCIONE PASQUALE,True,False,
Determinazione_210__5410_DeterminadiLiquidazione_Copia_210_2026,Determinazione,Contabilità,Liquidazione,"Liquidazione di spesa per smaltimento materiale ingombrante – NOVEMBRE-DICEMBRE 2025, e GENNAIO-FEBBRAIO 2026.",139.0,19/03/2026,82593.72,253165.77,B00561B01C,,DIVERSI BENEFICIARI,True,False,
Determinazione_210__5410_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,82593.72,82593.72,,,DIVERSI BENEFICIARI,True,False,
Determinazione_2112026__5414_DeterminaGenerica_Copia_213_2026,Determinazione,Regolamenti,Liquidazione,RETTIFICA DELLA,142.0,24/03/2026,8784.0,36112.0,B9A0ED7776,,,True,False,
Determinazione_211__5411_DeterminadiLiquidazione_Copia_211_2026,Determinazione,Contabilità,Liquidazione,"Servizio di manutenzione, restyling e aggiornamento funzionale del sito web “AvellArte” -",140.0,19/03/2026,63498.32,118154.32,B9A0ED7776,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_211__5411_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,63498.32,72282.32,B9A0ED7776,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_212__Vai,Determinazione,Servizi Demografici,,"ELEZIONE DEL PRESIDENTE DELLA GIUNTA REGIONALE E DEL CONSIGLIO REGIONALE DELLA CAMPANIA - DOMENICA 23 e LUNEDI’ 24 NOVEMBRE 2025 – PROPAGANDA ELETTORALE . Proposta Determinazione degli spazi. (Art. 2, legge 4 aprile 1956, n. 212, e successive modificazioni). Nominativo Ruolo Presente Assente Da remoto BIANCARDI VINCENZO SINDACO Presente ALAIA ANNA VICESINDACO Presente BIANCARDI LUIGI ASSESSORE Presente BIANCARDI GIOVANNI ASSESSORE Presente CERBONE SANTINA ASSESSORE Presente Tot. 5 Tot. 0 COPIA Piazza Municipio n. 1, C.A.P: 83021 - Avella (AV); P. IVA 00248800641; Tel/Fax 081.8259343; PEC: comune.avella@cert.irpinianet.eu; http://www.comune.avella.av.it. PROPOSTA DI DELIBERAZIONE DELLA GIUNTA COMUNALE OGGETTO: ELEZIONE DEL PRESIDENTE DELLA GIUNTA REGIONALE E DEL CONSIGLIO REGIONALE DELLA CAMPANIA - DOMENICA 23 e LUNEDI’ 24 NOVEMBRE 2025 – PROPAGANDA ELETTORALE . Proposta Determinazione degli spazi. (Art. 2, legge 4 aprile 1956, n. 212, e successive modificazioni).",248.0,24/09/2025,,0.0,,,,True,True,
Determinazione_214__5426_DeterminadiLiquidazione_Copia_214_2026,Determinazione,Contabilità,Liquidazione,: ORGANIZZAZIONE TECNICA PER LO SVOLGIMENTO DELLE ELEZIONI REFERENARIE DEL 22 E 23 MARZO 2026. LIQUIDAZIONE ONORARI AI COMPONENTI DEI SEGGI ELETTORALI.,34.0,24/03/2026,4514.9,9029.8,,,DIVERSI,True,False,
Determinazione_214__5426_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,4395.3,4514.900000000001,,,DIVERSI,True,False,
Determinazione_215__5427_DeterminadiLiquidazione_Copia_215_2026,Determinazione,Regolamenti,Approvazione Progetto,FSC 2014-2020 –DPCM 17 luglio 2020-contributi da destinare in investimenti in infrastrutture sociali- approvazione progetto realizzazione bocciodromo sito nel piano di zona C1.1 –Realizzazione fondazioni ed installazione struttura in legno lamellare.,143.0,24/03/2026,86445.0,430182.14,889589117D,J21B21002080001,GIUSEPPE COSTRUZIONI SRL,True,False,
Determinazione_215__5427_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,20400.28,110976.98,889589117D,J21B21002080001,GIUSEPPE COSTRUZIONI SRL,True,False,
Determinazione_216__5428_DeterminadiLiquidazione_Copia_216_2026,Determinazione,Contabilità,Liquidazione,Fornitura armi per il potenziamento del Corpo di Polizia Locale e contestuale dismissione di armi obsolete.,144.0,24/03/2026,2552.0,20827.44,B9045123E6,,Armeria Piccolo,True,False,
Determinazione_216__5428_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,2500.0,2963.44,B9045123E6,,Armeria Piccolo,True,False,
Determinazione_217__5433_DeterminadiImpegno_Copia_217_2026,Determinazione,Regolamenti,Bando,"Piano Nazionale di Ripresa e Resilienza (PNRR) Missione 1 Componente 1 Sub Investimento 2.3.2 Sviluppo delle capacita nella pianificazione, organizzazione e formazione strategica della forza lavoro Progetto Risorse in Comune -",146.0,27/03/2026,140000.0,346103.05,BAFA1CC7AC,J54J25000990006,SO.ME. s.r.l.,True,False,Partita IVA 01967760641 formalmente errata (Checksum fallito)
Determinazione_217__5433_VistoContabile,VistoContabile,Contabilità,,,,,19971.57,19971.57,BAFA1CC7AC,J54J25000990006,SO.ME. s.r.l.,True,False,Partita IVA 01967760641 formalmente errata (Checksum fallito)
Determinazione_218__5434_DeterminadiImpegno_Copia_218_2026,Determinazione,Regolamenti,Bando,"Piano Nazionale di Ripresa e Resilienza (PNRR) Missione 1 Componente 1 Sub Investimento 2.3.2 Sviluppo delle capacita nella pianificazione, organizzazione e formazione strategica della forza lavoro Progetto Risorse in Comune -",147.0,27/03/2026,140000.0,375036.14,BAF895FF86,J54J25000990006,Telecom Italia S.p.A.,True,False,
Determinazione_218__5434_VistoContabile,VistoContabile,Contabilità,,,,,24949.0,24949.0,BAF895FF86,J54J25000990006,Telecom Italia S.p.A.,True,False,
Determinazione_21942021__5709_DeterminaGenerica_Copia_385_2026,Determinazione,Servizi Sociali,Liquidazione,COMPENSI PROFESSIONALI PER ASSISTENZA LEGALE E REDAZIONE DELL’ACCORDO TRANSATTIVO PER LA CONTROVERSIA “SIG.RA L.M. CONTRO IL COMUNE DI AVELLA” PENDENTE INNANZI IL GIUDICE DI PACE DI AVELLINO R.G. N. 2194/2021.,223.0,28/05/2026,1800.0,5700.0,,,,True,False,
Determinazione_21942021__5709_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_219__5437_DeterminadiImpegno_Copia_219_2026,Determinazione,Personale,Concorso,Determinazione a contrarre per l’affidamento del servizio di progettazione grafica finalizzato alla realizzazione di contenuti digitali per la pagina social istituzionale “VisitAvella”,11.0,27/03/2026,600.0,3000.0,BB076C9B1F,,TEDESCO ROSA,True,False,
Determinazione_219__5437_VistoContabile,VistoContabile,Contabilità,,,,,600.0,600.0,BB076C9B1F,,TEDESCO ROSA,True,False,
Determinazione_21__5094_DeterminadiLiquidazione_Copia_21_2026,Determinazione,Contabilità,Liquidazione,ATTO DI TRANSAZIONE EX ART. 208 D. LGS. 50/2016 ED ART. 1965 COD. CIV. TRA IL COMUNE DI AVELLA E LA SOCIETA’ ECOSISTEM S.R.L. – ASSUNZIONE IMPEGNO SPESA E LIQUIDAZIONE III^ RATA -,16.0,16/01/2026,140404.8,719732.57,,,ECOSISTEM S.R.L.,True,False,
Determinazione_21__5094_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,35502.72,35502.72,,,ECOSISTEM S.R.L.,True,False,
Determinazione_220__5438_DeterminaGenerica_Copia_220_2026,Determinazione,Cultura e Turismo,Liquidazione,Integrazione fornitura attrezzature informatiche per il Servizio Turismo e Promozione del Territorio – CIG BA3583CACB.,12.0,30/03/2026,650.0,2090.0,BA3583CACB,,,True,False,
Determinazione_220__5438_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_222__5465_DeterminadiLiquidazione_Copia_222_2026,Determinazione,Contabilità,Liquidazione,FORNITURA GRATUITA DEI LIBRI DI TESTO AGLI ALUNNI DELLE SCUOLE PRIMARIE DEL COMUNE DI AVELLA MEDIANTE SISTEMA DELLE CEDOLE LIBRARIE A.S. 2025/2026. RIMBORSO COMUNE DI CASAPULLA (CE).,35.0,26/03/2026,11674.4,11743.94,,,COMUNE DI CASAPULLA,True,False,
Determinazione_222__5465_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,11674.4,11674.4,,,COMUNE DI CASAPULLA,True,False,
Determinazione_223__5464_DeterminadiLiquidazione_Copia_223_2026,Determinazione,Contabilità,Liquidazione,REFERENDUM COSTITUZIONALE DEL 22 E 23 MARZO 2026- ORGANIZZAZIONE TECNICA E AFFIDAMENTO DIRETTO PER LA FORNITURA STAMPATI NON FORNITI DIRETTAMENTE DALLO STATO/REGIONE CAMPANIA. LIQUIDAZIONE FATTURA,36.0,26/03/2026,500.0,2000.0,BAADBC6597,,EUROPRINT,True,False,
Determinazione_223__5464_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,500.0,500.0,,,EUROPRINT,True,False,
Determinazione_224__5463_DeterminadiLiquidazione_Copia_224_2026,Determinazione,Contabilità,Liquidazione,CONSULATAZIONI REFERENDARIE NEI GIORNI 22 E 23 MARZ 2026. ORGANIZZAZIONE TECNICA E AFFIDAMENTO DIRETTO PER LA FORNITURA DEL MATERIALE DI ARREDAMENTO DELLE SEZIONI ELETORALI. LIQUIDAZIONE FATTURA.,37.0,27/03/2026,300.0,849.0,BAADC5291E,,EUROPRINT,True,False,
Determinazione_224__5463_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,300.0,300.0,,,EUROPRINT,True,False,
Determinazione_225__5447_DeterminadiLiquidazione_Copia_225_2026,Determinazione,Contabilità,Liquidazione,ELEZIONI REFERENDARIE DEL 22 E 23 MARZO 2026. AUTORIZZAZIONE ALLO SVOLGIMENTO DI LAVORO STRAORDINARIO AL PERSONALE DIPENDENTE. LIQUIDAZIONE,17.0,31/03/2026,12500.0,24997.75,,,DIVERSI,True,False,
Determinazione_225__5447_VistoContabile,VistoContabile,Contabilità,,,,,12500.0,12500.0,,,DIVERSI,True,False,
Determinazione_226__5446_DeterminadiLiquidazione_Copia_221_2026,Determinazione,Contabilità,Liquidazione,"Liquidazione fattura n. 2/26 - “Incarico di collaborazione professionale Esperto in materia di finanziamenti europei, nazionali e regionali – contratti di appalto e di concessione aventi ad oggetto l’acquisizione di servizi, forniture, lavori e opere previsti dal P.N.R.R. e dal P.N.C., con profilo Middle”. 3^ Annualità.",145.0,26/03/2026,115098.69,278270.69,,E99J21007460005,TAFURO FELICE,True,False,
Determinazione_226__5446_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,31932.0,60584.0,,E99J21007460005,TAFURO FELICE,True,False,
Determinazione_226__5449_DeterminadiImpegno_Copia_226_2026,Determinazione,Regolamenti,Liquidazione,Impegno spesa a favore di Anci Digitale SPA per l’accesso alla banca dati P.R.A. anno 2026,4.0,31/03/2026,2155.47,10388.625,BB13649304,,Anci Digitale S.p.A.,True,False,
Determinazione_226__5449_VistoContabile,VistoContabile,Contabilità,,,,,2155.47,2155.47,BB13649304,,Anci Digitale S.p.A.,True,False,
Determinazione_2272026__5495_DeterminadiImpegno_Copia_254_2026,Determinazione,Contabilità,,Integrazione della determinazione a contrarre – Reg. Gen. n. 227/2026 – per l’affidamento del servizio di guida turistica in occasione delle festività del 25 aprile e 1° maggio. Integrazione impegno di spesa e affidamento.,15.0,16/04/2026,600.0,1200.0,BB1DBE2AD1,,DI BLASI VINCENZO,True,False,
Determinazione_2272026__5495_VistoContabile,VistoContabile,Contabilità,,,,,600.0,600.0,BB1DBE2AD1,,DI BLASI VINCENZO,True,False,
Determinazione_227__5452_DeterminadiImpegno_Copia_227_2026,Determinazione,Contabilità,Liquidazione,Determinazione a contrarre e contestuale affidamento del servizio di visite guidate presso i siti archeologici del Comune di Avella in occasione delle festività di Pasqua e Pasquetta a guida turistica abilitata. BB1DBE2AD1,13.0,02/04/2026,300.0,910.0,BB1DBE2AD1,,DI BLASI VINCENZO,True,False,
Determinazione_227__5452_VistoContabile,VistoContabile,Contabilità,,,,,300.0,300.0,BB1DBE2AD1,,DI BLASI VINCENZO,True,False,
Determinazione_228__5451_DeterminadiLiquidazione_Copia_228_2026,Determinazione,Contabilità,Liquidazione,Liquidazione arretrati contrattuali al Segretario Generale in virtù del vigente C.C.N.L. Funzioni Locali – Periodo dal Gennaio 2024 a Dicembre 2025.,18.0,02/04/2026,5741.44,11059.36,,,COMUNE DI SOLOFRA,True,False,
Determinazione_228__5451_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5741.44,11059.36,,,COMUNE DI SOLOFRA,True,False,
Determinazione_229__5043_DeterminadiImpegno_Copia_761_2025,Determinazione,Cultura e Turismo,Bando,"FSC 2021/2027. DGR n. 229 del 29/04/2025. Programma di percorsi turistici di tipo culturale, naturalistico ed enogastronomico per la promozione turistica della Campania. “Animus et Ignis… Natura in Festa - II Edizione” - Servizio di organizzazione e gestione integrata degli eventi artistici",486.0,29/12/2025,132000.0,233454.54,B9D0867D89,J39I25000810006,CMN PRODUZIONI S.R.L.,True,False,
Determinazione_229__5043_VistoContabile,VistoContabile,Contabilità,,,229.0,29/04/2025,12000.0,12000.0,B9D0867D89,J39I25000810006,CMN PRODUZIONI S.R.L.,True,False,
Determinazione_229__5044_DeterminadiImpegno_Copia_762_2025,Determinazione,Cultura e Turismo,,"FSC 2021/2027. DGR n. 229 del 29/04/2025. Programma di percorsi turistici di tipo culturale, naturalistico ed enogastronomico per la promozione turistica della Campania. “Animus et Ignis… Natura in Festa - II Edizione” - Servizio di segreteria amministrativa e di supporto specialistico per l’attuazione e la rendicontazione del progetto",488.0,29/12/2025,132000.0,183930.0,B9CAD7B595,J39I25000810006,NAPOLITANO SALVATORE,True,False,
Determinazione_229__5044_VistoContabile,VistoContabile,Contabilità,,,,,4990.0,4990.0,B9CAD7B595,J39I25000810006,NAPOLITANO SALVATORE,True,False,
Determinazione_229__5045_DeterminadiImpegno_Copia_763_2025,Determinazione,Cultura e Turismo,Bando,"FSC 2021/2027. DGR n. 229 del 29/04/2025. Programma di percorsi turistici di tipo culturale, naturalistico ed enogastronomico per la promozione turistica della Campania. “Animus et Ignis… Natura in Festa - II Edizione” - Servizi di allestimenti e gestione delle aree di sicurezza per gli eventi del programma",489.0,29/12/2025,132000.0,245175.3,B9D026BD4A,J39I25000810006,Arealive srl,True,False,
Determinazione_229__5045_VistoContabile,VistoContabile,Contabilità,,,229.0,29/04/2025,12000.0,12000.0,B9D026BD4A,J39I25000810006,Arealive srl,True,False,
Determinazione_229__5046_DeterminadiImpegno_Copia_764_2025,Determinazione,Cultura e Turismo,,"FSC 2021/2027. DGR n. 229 del 29/04/2025. Programma di percorsi turistici di tipo culturale, naturalistico ed enogastronomico per la promozione turistica della Campania. “Animus et Ignis… Natura in Festa - II Edizione” - Servizio di comunicazione per l'ideazione di una campagna di comunicazione",490.0,29/12/2025,132000.0,203672.14,B9D044A894,J39I25000810006,Full Heads srls,True,False,
Determinazione_229__5046_VistoContabile,VistoContabile,Contabilità,,,,,8000.0,8000.0,B9D044A894,J39I25000810006,Full Heads srls,True,False,
Determinazione_229__5047_DeterminadiImpegno_Copia_765_2025,Determinazione,Cultura e Turismo,,"FSC 2021/2027. DGR n. 229 del 29/04/2025. Programma di percorsi turistici di tipo culturale, naturalistico ed enogastronomico per la promozione turistica della Campania. “Animus et Ignis… Natura in Festa - II Edizione” - Servizi di organizzazione e direzione artistica degli eventi previsti nel programma",491.0,29/12/2025,132000.0,160000.0,B9CADA14F1,J39I25000810006,LOIOLA CARMEN,True,False,
Determinazione_229__5047_VistoContabile,VistoContabile,Contabilità,,,,,2000.0,2000.0,B9CADA14F1,J39I25000810006,LOIOLA CARMEN,True,False,
Determinazione_229__5460_DeterminadiLiquidazione_Copia_229_2026,Determinazione,Contabilità,Liquidazione,“Predisposizione nuovi spazi da adibire al servizio di mensa scolastica – Plesso Scuola Elementare” - Stazione Unica Appaltante della Provincia di Avellino Missione 4 - Istruzione e ricerca Componente 1 - Potenziamento dell'offerta dei servizi di istruzione: dagli asili nido alle università - Investimento 1.2: Piano di estensione del tempo pieno e mense - -,148.0,02/04/2026,840222.9,4308299.32,A00259979E,J25E22000370006,CA.SA. SRL,True,False,
Determinazione_229__5460_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,156062.72,450826.64,A00259979E,,CA.SA. SRL,True,False,
Determinazione_22__5097_DeterminadiLiquidazione_Copia_22_2026,Determinazione,Contabilità,Liquidazione,Lavori di “Intervento di nuova pavimentazione delle strade comunali. CUP J27H24002020004”” – Liquidazione saldo per incarico di coordinamento della sicurezza in fase di esecuzione,12.0,15/01/2026,11228.88,84968.0,B794E41995,J27H24002020004,PESCIONE PASQUALE,True,False,
Determinazione_22__5097_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5443.15,5443.15,B794E41995,J22E24000190004,PESCIONE PASQUALE,True,False,
Determinazione_22__5359_DeterminaGenerica_Copia_180_2026,Determinazione,Servizi Demografici,,Rettifica per mero errore materiale alla Determinazione n. 22 del 05/03/2026 RG N. 161/2026.,27.0,10/03/2026,650.0,2300.0,,,,True,False,
Determinazione_230__5458_DeterminadiImpegno_Copia_230_2026,Determinazione,Affari Generali,Liquidazione,PNRR - Misura 1.3.1 Piattaforma Digitale Nazionale Dati “Archivio Nazionale dei Numeri Civici delle Strade Urbane (ANNCSU) - Comuni - maggio 2025 -,152.0,03/04/2026,9506.14,14640.58,BA4838EC91,,MAVASOFT S.R.L.,True,False,
Determinazione_230__5458_VistoContabile,VistoContabile,Contabilità,,,,,1200.0,1200.0,,,MAVASOFT S.R.L.,True,False,
Determinazione_231__5459_DeterminadiImpegno_Copia_231_2026,Determinazione,Affari Generali,Liquidazione,PNRR - Misura 1.3.1 Piattaforma Digitale Nazionale Dati “Archivio Nazionale dei Numeri Civici delle Strade Urbane (ANNCSU) - Comuni - maggio 2025 -,153.0,03/04/2026,9506.14,45002.14,BA48231C90,,POSTE ITALIANE SPA,True,False,
Determinazione_231__5459_VistoContabile,VistoContabile,Contabilità,,,,,8296.0,8296.0,BA48231C90,,POSTE ITALIANE SPA,True,False,
Determinazione_2320__5103_DeterminadiLiquidazione_Copia_29_2026,Determinazione,Contabilità,Liquidazione,GIUDIZIO R.G. N. 2320-2016 INNANZI IL TRIBUNALE CIVILE DI AVELLINO TRA CONSORZIO UNICO BACINO E IL COMUNE DI AVELLA. PAGAMENTO SU SENTENZA. PROVVEDIMENTI.,25.0,21/01/2026,81543.72,256299.77,,,CONSORZIO UNICO DI BACINO DELLE PROVINCIE DI NAPOLI E CASERTA,True,False,
Determinazione_2320__5103_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,42441.68,113727.71,,,CONSORZIO UNICO DI BACINO DELLE PROVINCIE DI NAPOLI E CASERTA,True,False,
